pub_date,headline,abstract,section,web_url
2006-03-18T05:00:00+0000,google ordered to submit data for child pornography study,"federal judge james ware rules that google must turn over some search data including 50,000 web addresses to government for study of child pornography online; denies government request that google be ordered to hand over keywords that customers use to search its database; ware says privacy considerations led him to deny part of justice department's request (m)",Business Day,https://www.nytimes.com/2006/03/18/technology/google-ordered-to-submit-data-for-child-pornography-study.html
2006-03-18T05:00:00+0000,russia effectively closes a political opponent's rights group,"bank accounts of open russian foundation are frozen by court order, move that suggests it is about to be shut down; imprisoned businessman mikhail b khodorkovsky established foundation in 2001; his photo (m)",World,https://www.nytimes.com/2006/03/18/world/europe/russia-effectively-closes-a-political-opponents-rights-group.html
2006-03-18T05:00:00+0000,agency sees little risk from a leak at indian point,"federal nuclear reuglatory commission says that risk from tritium-contaminated water leak at indian point 2 nuclear reactor in buchanan, ny, is small and unlikely to affect health of plant workers or public; finds that leak has come closer to hudson river than originally thought; new york state reports finding strontium-90 in water, but nrc's own test had not; plant is owned by entergy corp (s)",New York,https://www.nytimes.com/2006/03/18/nyregion/agency-sees-little-risk-from-a-leak-at-indian-point.html
2006-03-18T05:00:00+0000,a stroke adds to uncertainty in illinois race,fiercely fought democratic primary for president of cook county board of commissioners between incumbent john h stroger jr and forrest claypool takes dramatic turn when stroger suffers stroke that will keep him hospitalized until after election; photo (m),U.S.,https://www.nytimes.com/2006/03/18/politics/a-stroke-adds-to-uncertainty-in-illinois-race.html
2006-03-18T05:00:00+0000,opening the door on the credit report and throwing away the lock,"your money column on credit-reporting agencies that are pushing congress to override state laws that set up procedures for residents of identity theft to lock and unlock their credit reports; says overriding laws could make it harder for americans to keep their credit information under wraps; holds lobbyists for big agencies--equifax, experian and transunion, owned by marmon group--are seeking to add amendment to financial data protection act; contends that those few people who have been victimized by identity thieves, not credit-card thieves, and continue to be vulnerable should take extra precautions; chart; photo (m)",Business Day,https://www.nytimes.com/2006/03/18/business/yourmoney/opening-the-door-on-the-credit-report-and-throwing-away.html
2006-03-19T05:00:00+0000,"radiation at lab gate is no risk, tests show","brookhaven national laboratory assistant director james tarpinian says some samples of asphalt and soil show stretch of slightly radioactive pavement at main gate show slightly elevated levels of thorium; says thorium, naturally occurring trace metal, is apparently from aggregate used to build road in 1960's and poses no health danger (s)",New York,https://www.nytimes.com/2006/03/19/nyregion/in-brief-upton-radiation-at-lab-gate-is-no-risk-tests-show.html
2006-03-19T05:00:00+0000,rice seeks to balance china's power,secretary of state condoleezza rice holds talks with japan and australia to deepen three-way alliance aimed in part at balancing spreading influence of china; united states is also looking for ways to draw japan into improving relations with neighbors who are still suspicious of it; rice also hoped to prop up sagging american image in australia (m),U.S.,https://www.nytimes.com/2006/03/19/washington/world/rice-seeks-to-balance-chinas-power.html
2006-03-19T05:00:00+0000,taiwanese protest tough line on china,,World,https://www.nytimes.com/2006/03/19/world/asia/taiwanese-protest-tough-line-on-china.html
2006-03-19T05:00:00+0000,"deep in china, a poor and pious muslim enclave","geographic isolation of 513,000 dongxiang people in china's gansu province has helped preserve islamic culture but has also served to separate dongxiang people from prosperity lifting other parts of china; dongxiang are among poorest and most illiterate of china's 56 officially recognized ethnic minorities; dongxiang may be descendants of diverse group of eastern and central asian craftsmen conscripted into mongol army in 13th century; photos; map (l)",World,https://www.nytimes.com/2006/03/19/world/asia/deep-in-china-a-poor-and-pious-muslim-enclave.html
2006-03-19T05:00:00+0000,putin takes hard look at china,,Business Day,https://www.nytimes.com/2006/03/19/business/worldbusiness/putin-takes-hard-look-at-china.html
2006-03-19T05:00:00+0000,stocks rally to best week yet of '06,roundup of last week's stock market activity; graphs (m),Business Day,https://www.nytimes.com/2006/03/19/business/yourmoney/stocks-rally-to-best-week-yet-of-06.html
2006-03-19T05:00:00+0000,white house letter: bush fielding questions from less docile crowds,,World,https://www.nytimes.com/2006/03/19/world/americas/white-house-letter-bush-fielding-questions-from-less-docile.html
2006-03-19T05:00:00+0000,global protests held on anniversary of iraq war,,World,https://www.nytimes.com/2006/03/19/world/americas/global-protests-held-on-anniversary-of-iraq-war.html
2006-03-19T05:00:00+0000,the bigger the better as large stocks regain favor,"article on renewed interest in megacap stocks, which some analysts expect to do well later this year; photo (m)",Business Day,https://www.nytimes.com/2006/03/19/business/yourmoney/the-bigger-the-better-as-large-stocks-regain-favor.html
2006-03-19T05:00:00+0000,lukashenko wins belarus election with over 90 percent of vote,,World,https://www.nytimes.com/2006/03/19/world/europe/lukashenko-wins-belarus-election-with-over-90-percent-of-vote.html
2006-03-19T05:00:00+0000,google claims victory in data requests,,Business Day,https://www.nytimes.com/2006/03/19/business/worldbusiness/google-claims-victory-in-data-requests.html
2006-03-19T05:00:00+0000,election is landslide for leader of belarus,,World,https://www.nytimes.com/2006/03/19/world/europe/election-is-landslide-for-leader-of-belarus.html
2006-03-19T05:00:00+0000,eu reviews duties on hynix chips,,Business Day,https://www.nytimes.com/2006/03/19/business/worldbusiness/eu-reviews-duties-on-hynix-chips.html
2006-03-19T05:00:00+0000,white house disputes iraq is sinking into civil war,bush administration officials today reiterated their upbeat assessment of the american military effort and political progress in iraq.,U.S.,https://www.nytimes.com/2006/03/19/politics/white-house-disputes-iraq-is-sinking-into-civil-war.html
2006-03-19T05:00:00+0000,shiite pilgrims are walking targets in sectarian conflict,"shiite pilgrimage route from baghdad to karbala cuts straight across triangle of death overrun by sunni insurgents, but hundreds of thousands of pilgrims are risking 50-mile journey to commemorate death of imam hussein, grandson of prophet muhammad; drive-by shootings killed eight pilgrims and string of bombs along route wounded several people (m)",U.S.,https://www.nytimes.com/2006/03/19/world/middleeast/shiite-pilgrims-are-walking-targets-in-sectarian-conflict.html
2006-03-19T05:00:00+0000,thousands in belarus protest president's expected re-election,demonstrators ignored official threats of arrest to denounce today's election as a clumsily orchestrated sham.,World,https://www.nytimes.com/2006/03/19/international/europe/thousands-in-belarus-protest-presidents-expected.html
2006-03-20T05:00:00+0000,aviva's merger bid creates industry talk,,Business Day,https://www.nytimes.com/2006/03/20/business/worldbusiness/avivas-merger-bid-creates-industry-talk.html
2006-03-20T05:00:00+0000,briefly: wal-mart to increase its work force in china,,Business Day,https://www.nytimes.com/2006/03/20/business/worldbusiness/briefly-walmart-to-increase-its-work-force-in-china.html
2006-03-20T05:00:00+0000,"for city of london, police merger is a crime",,Business Day,https://www.nytimes.com/2006/03/20/business/worldbusiness/for-city-of-london-police-merger-is-a-crime.html
2006-03-20T05:00:00+0000,"in boomtown, but still stuck on a bubble","when dan gillmor first arrived at the san jose mercury news in 1994, he recalled, he felt like he was in the ''belly of the beast.''      in his previous job, as a technology reporter for the detroit free press -- then one of the country's leading newspapers -- he had trouble getting editors to understand how important the tech story was. now he was at the center of the most vibrant part of the american economy, where fortunes and history were being made almost every day.  ",Business Day,https://www.nytimes.com/2006/03/20/business/media/in-boomtown-but-still-stuck-on-a-bubble.html
2006-03-20T05:00:00+0000,"rumor, fear and fatigue hinder final push to end polio","the cry went up the moment the polio vaccination team was spotted -- ''hide your children!''     some families slammed doors on the two volunteers going house to house with polio drops in this teeming city's decrepit maze of lanes, saying that they feared the vaccine would sicken or sterilize their children, or simply that they were fed up with the long drive to eradicate polio.  ",World,https://www.nytimes.com/2006/03/20/world/asia/rumor-fear-and-fatigue-hinder-final-push-to-end-polio.html
2006-03-20T05:00:00+0000,17 war protesters arrested in times square,"small antiwar protest that moves nearly silently through midtown manhattan ends in times square, where at least 17 demonstrators are arrested on charges of disorderly conduct after sitting down and blocking traffic; photo (m)",New York,https://www.nytimes.com/2006/03/20/nyregion/17-war-protesters-arrested-in-times-square.html
2006-03-20T05:00:00+0000,microsoft takes on craigslist in the battle for classified ads,"craigslist has taken on many giants. can it survive a challenge from microsoft?     the software behemoth late last month started windows live expo (expo.live.com), another node in its growing network of internet services, and a direct stab at craiglist's vital organs: free, local classified ads.  ",Business Day,https://www.nytimes.com/2006/03/20/technology/microsoft-takes-on-craigslist-in-the-battle-for-classified-ads.html
2006-03-20T05:00:00+0000,pentagon works around the clock on iraq war,,World,https://www.nytimes.com/2006/03/20/world/americas/pentagon-works-around-the-clock-on-iraq-war.html
2006-03-20T05:00:00+0000,oil prices fuel sweet sugar returns,,Business Day,https://www.nytimes.com/2006/03/20/business/worldbusiness/oil-prices-fuel-sweet-sugar-returns.html
2006-03-20T05:00:00+0000,"in visit to heartland,bush defends the war",,World,https://www.nytimes.com/2006/03/20/world/africa/in-visit-to-heartlandbush-defends-the-war.html
2006-03-20T05:00:00+0000,the u.s. and russia disagree on belarus,,World,https://www.nytimes.com/2006/03/20/world/europe/the-us-and-russia-disagree-on-belarus.html
2006-03-20T05:00:00+0000,briefly: russia rejects criticism by u.s. on democracy,,World,https://www.nytimes.com/2006/03/20/world/europe/briefly-russia-rejects-criticism-by-us-on-democracy.html
2006-03-20T05:00:00+0000,oil spill raises concerns on pipeline maintenance,"an oil spill this month in alaska, the largest ever on the north slope, has raised new concerns among state and federal regulators about whether bp has been properly maintaining its aging network of wells, pumps and pipelines that crisscross the tundra.     bp exploration alaska, the subsidiary of the international oil giant that operates the corroded transmission line from which more than 200,000 gallons of crude oil leaked, has been criticized and fined in several different cases, most recently in 2004 when state regulators fined the company more than $1.2 million.  ",U.S.,https://www.nytimes.com/2006/03/20/us/oil-spill-raises-concerns-on-pipeline-maintenance.html
2006-03-20T05:00:00+0000,"election in belarus did not meet standards, observers say","the u.s. today declared the results of the presidential election in belarus invalid, but russia applauded the vote.",World,https://www.nytimes.com/2006/03/20/international/europe/election-in-belarus-did-not-meet-standards-observers.html
2006-03-20T05:00:00+0000,"amazon says technology, not ideology, skewed results","amazon.com last week modified its search engine after an abortion rights organization complained that search results appeared skewed toward anti-abortion books.     until a few days ago, a search of amazon's catalog of books using the word ''abortion'' turned up pages with the question, ''did you mean adoption?'' at the top, followed by a list of books related to abortion.  ",Business Day,https://www.nytimes.com/2006/03/20/technology/amazon-says-technology-not-ideology-skewed-results.html
2006-03-20T05:00:00+0000,fed chief sees need to include global factors in setting rates,ben s. bernanke suggested that the central bank would need to move beyond its usual focus on domestic economic forces.,Business Day,https://www.nytimes.com/2006/03/20/business/fed-chief-sees-need-to-include-global-factors-in-setting-rates.html
2006-03-20T12:02:38+0000,investment banks may be undervalued,"when goldman sachs reported record quarterly earnings for an investment bank last week, investors were more than just impressed. they faced having to rethink traditional valuations for brokerages altogether.",Business Day,https://dealbook.nytimes.com/2006/03/20/investment-banks-may-be-undervalued/
2006-03-20T12:10:19+0000,"breaking with policy, st. paul travelers denies merger rumors","breaking with its own corporate policy, st. paul travelers cos. on sunday denied a report in the wall street journal that it’s been in discussions on the possibility of a merger with zurich financial services group. the st. paul, minn.-based property-casualty insurer doesn’t ordinarily comment on or respond to rumors or speculation, but in this case st. paul travelers said it issued the denial because of the “factual and definitive manner” in which the purported zurich financial talks were reported to be taking place.",Business Day,https://dealbook.nytimes.com/2006/03/20/breaking-with-policy-st-paul-travelers-denies-merger-rumors/
2006-03-20T12:25:56+0000,google ordered to submit some data to federal investigators,"a federal judge ruled on friday that google must turn over some search data including 50,000 web addresses to the government for a study of child pornography online. ",Business Day,https://dealbook.nytimes.com/2006/03/20/google-ordered-to-submit-some-data-to-federal-investigators/
2006-03-20T14:10:30+0000,donald trump’s latest development,"it took only 20 minutes for media-savvy real estate magnate donald trump to announce his latest achievement on the public airwaves. mr. trump announced the birth of his fifth child, an as-yet-unnamed baby boy, monday morning in a telephone interview with msnbc’s “imus in the morning.” ",Business Day,https://dealbook.nytimes.com/2006/03/20/donald-trumps-latest-development/
2006-03-20T19:42:58+0000,majority election proposals suffer string of defeats,"majority election proposals, intended to raise the bar for corporate directors seeking re-election, are not getting much traction so far this proxy season.",Business Day,https://dealbook.nytimes.com/2006/03/20/majority-election-proposals-suffer-string-of-defeats/
2006-03-21T05:00:00+0000,microsoft develops version of internet software tools,"microsoft faces a potent challenge as software is increasingly built and distributed as a service on the internet. the company yesterday offered the most detailed glimpse to date of its strategic response: embrace the internet software model, add its own offerings and link the new technology to the coming version of its windows vista operating system.     it is a familiar game plan for microsoft. from the spreadsheet to the web browser, the company has rarely been a pioneer, but it has been very successful as a fast follower in new markets.  ",Business Day,https://www.nytimes.com/2006/03/21/technology/microsoft-develops-version-of-internet-software-tools.html
2006-03-21T05:00:00+0000,briefing: microsoft exploits playstation 3 delays,,Technology,https://www.nytimes.com/2006/03/21/technology/briefing-microsoft-exploits-playstation-3-delays.html
2006-03-21T05:00:00+0000,dubai will delay another acquisition involving u.s. plants,government-owned dubai international capital will delay $1.2 billion acquisition of british military equipment maker doncasters group from royal bank of scotland group due to american security concerns; doncasters owns nine plants in united states which account for 40 percent of sales (m),Business Day,https://www.nytimes.com/2006/03/21/business/worldbusiness/dubai-will-delay-another-acquisition-involving-us.html
2006-03-21T05:00:00+0000,"for china, a long wait for russian gas supply - business - international herald tribune",,Business Day,https://www.nytimes.com/2006/03/21/business/worldbusiness/for-china-a-long-wait-for-russian-gas-supply-business.html
2006-03-21T05:00:00+0000,google offers search service on finance,"google will introduce financial information service to compete with offerings from microsoft, yahoo and other sources; service will provide interactive stock charts focusing on current and historical data; analysts say financial information is simple for google to organize and present; company will purchase financial information from third parties including hoover's, interactive data, reuters and morningstar; faces extremely competitive market (m)",Business Day,https://www.nytimes.com/2006/03/21/technology/google-offers-search-service-on-finance.html
2006-03-21T05:00:00+0000,"wholesale prices drop, but hints of inflation remain","retreating food and energy prices drove down the producer price index by 1.4 percent, but excluding food and energy, the index was up 0.3 percent.",Business Day,https://www.nytimes.com/2006/03/21/business/wholesale-prices-drop-but-hints-of-inflation-remain.html
2006-03-21T05:00:00+0000,lawyer asks china to release jailed times researcher now,lawyers for zhao yan asked prosecutors to release him in order to comply with a court decision that withdrew the case against him.,World,https://www.nytimes.com/2006/03/21/international/asia/lawyer-asks-china-to-release-jailed-times-researcher-now.html
2006-03-21T05:00:00+0000,"inside the brooklyn bridge, a whiff of the cold war",new york city workers at brooklyn bridge find vault with cache of provisions for basic survival in event of nuclear attack; supplies were stored by civil defense during heightened cold-war tensions; photos (m),New York,https://www.nytimes.com/2006/03/21/nyregion/inside-the-brooklyn-bridge-a-whiff-of-the-cold-war.html
2006-03-21T05:00:00+0000,china blasts u.s. over report,,World,https://www.nytimes.com/2006/03/21/world/asia/china-blasts-us-over-report.html
2006-03-21T05:00:00+0000,fear and lawsuits in hollywood,boldface column; david spade is in new york promoting second season of the showbiz show with david spade; birth of boy to melania trump noted (m),New York,https://www.nytimes.com/2006/03/21/nyregion/fear-and-lawsuits-in-hollywood.html
2006-03-21T05:00:00+0000,bid for british insurer stirs talk of new merger wave,bid for british insurer stirs talk of new,Business Day,https://www.nytimes.com/2006/03/21/business/worldbusiness/bid-for-british-insurer-stirs-talk-of-new-merger.html
2006-03-21T05:00:00+0000,a 42% rise in oracle's profit fails to stem a share slide,"oracle corp reports 42 percent increase in quarterly profit; earnings were $765 million, up from $540 million year earlier; sales were $34.7 billion in third quarter ending feb 28, up 18 percent from $2.95 billion last year; co-president and chief financial officer safra a catz comments (m)",Business Day,https://www.nytimes.com/2006/03/21/technology/a-42-rise-in-oracles-profit-fails-to-stem-a-share-slide.html
2006-03-21T05:00:00+0000,global view is backed by fed chief,"ben s. bernanke, the newly installed federal reserve chairman, suggested yesterday that the central bank would need to pay more attention to global financial conditions in setting interest rates, moving beyond its traditional focus on domestic economic forces.     in a speech to the economic club of new york at the grand hyatt hotel in manhattan, mr. bernanke said that to understand the reasons behind movements in american bond yields ''an explanation less centered on the united states might be required.''  ",Business Day,https://www.nytimes.com/2006/03/21/business/worldbusiness/global-view-is-backed-by-fed-chief.html
2006-03-21T05:00:00+0000,"bush pushes his defense of iraq war, saying it can be won","the president acknowledged that the war was cutting into the ""political capital"" that he claimed after his re-election. ",U.S.,https://www.nytimes.com/2006/03/21/politics/bush-pushes-his-defense-of-iraq-war-saying-it-can-be-won.html
2006-03-21T05:00:00+0000,energy tops agenda as putin visits china,,Business Day,https://www.nytimes.com/2006/03/21/business/worldbusiness/energy-tops-agenda-as-putin-visits-china.html
2006-03-21T11:43:21+0000,microsoft to buy maker of remote sensors,"microsoft has confirmed that it plans to buy vexcel, a maker of remote sensors, to help expand microsoft’s digital mapping efforts. in a statement on monday, microsoft said the pending deal would help it with its efforts “to deliver a dynamic immersive digital representation of the real world that provides the best local search and mapping experience.” ",Business Day,https://dealbook.nytimes.com/2006/03/21/microsoft-to-buy-maker-of-remote-sensors/
2006-03-21T12:07:21+0000,brother of google co-founder uses shell company for handheld start-up," google co-founder larry page is an icon among internet entrepreneurs, but his older brother carl is no slouch either when it comes to technology start-ups.",Business Day,https://dealbook.nytimes.com/2006/03/21/brother-of-google-co-founder-uses-shell-company-for-handheld-start-up/
2006-03-21T14:42:14+0000,idealab’s gross hatches new plan: paying off his debt,"bill gross, whose internet incubator idealab famously burned through $800 million in eight months during the technology boom, is looking for money again. this time, he wants cash from his own company to repay a $50 million personal loan.",Business Day,https://dealbook.nytimes.com/2006/03/21/idealabs-gross-hatches-new-plan-paying-off-his-debt/
2006-03-22T05:00:00+0000,tokyo bourse plans ¥62 billion upgrade,,Technology,https://www.nytimes.com/2006/03/22/technology/tokyo-bourse-plans-62-billion-upgrade.html
2006-03-22T05:00:00+0000,russia's energy roadshow is taken for a spin in china,"pres vladimir v putin kicks off year of russia in china celebration by bringing entourage of 1,000 people to beijing, including executives of top russian oil and natural gas companies; deal is announced for two gas pipelines that will skirt mongolia; each will carry 30 billion to 40 billion cubic meters of gas; kovytka field, owned 62 percent by bp's joint venture in russia, tnk-bp, holds 1.9 trillion cubic meters of proven natural gas; less progress is made on plan for separate pipeline sought by china to deliver oil to china from siberia; russia intends to double trade with china to more than $60 billion in 2010 from $29 billion last year; photo (m)",Business Day,https://www.nytimes.com/2006/03/22/business/worldbusiness/russias-energy-roadshow-is-taken-for-a-spin-in-china.html
2006-03-22T05:00:00+0000,eu sets tariffs on shoes from china and vietnam,,Business Day,https://www.nytimes.com/2006/03/22/business/worldbusiness/eu-sets-tariffs-on-shoes-from-china-and-vietnam.html
2006-03-22T05:00:00+0000,flaw seen in genetic test for breast cancer risk,"the widely used genetic test for breast cancer risk can miss mutations that help cause the disease, according to a new study, a finding that is likely to increase the pressure to develop more thorough testing methods.      the test, which looks for mutations in genes called brca1 and brca2, missed them in about 12 percent of breast cancer patients from families with multiple cases of breast or ovarian cancer, according to the study's authors at the university of washington.  ",U.S.,https://www.nytimes.com/2006/03/22/health/flaw-seen-in-genetic-test-for-breast-cancer-risk.html
2006-03-22T05:00:00+0000,news analysis: china and india's big debate on democracy,,World,https://www.nytimes.com/2006/03/22/world/asia/news-analysis-china-and-indias-big-debate-on-democracy.html
2006-03-22T05:00:00+0000,"shift gis in korea to taiwan? never, china envoy says",,World,https://www.nytimes.com/2006/03/22/world/asia/shift-gis-in-korea-to-taiwan-never-china-envoy-says.html
2006-03-22T05:00:00+0000,china and russia pledge energy cooperation,,World,https://www.nytimes.com/2006/03/22/world/asia/china-and-russia-pledge-energy-cooperation.html
2006-03-22T05:00:00+0000,letter from shanghai: behind the u.s. decline of influence in china,,World,https://www.nytimes.com/2006/03/22/world/asia/letter-from-shanghai-behind-the-us-decline-of-influence-in-china.html
2006-03-22T05:00:00+0000,white house lobbies over india nuclear pact,,World,https://www.nytimes.com/2006/03/22/world/americas/white-house-lobbies-over-india-nuclear-pact.html
2006-03-22T05:00:00+0000,stuttgart region's vigor is backdrop for election,,Business Day,https://www.nytimes.com/2006/03/22/business/worldbusiness/stuttgart-regions-vigor-is-backdrop-for-election.html
2006-03-22T05:00:00+0000,china wins assurance on pipeline,,Business Day,https://www.nytimes.com/2006/03/22/business/worldbusiness/china-wins-assurance-on-pipeline.html
2006-03-22T05:00:00+0000,microsoft to delay next version of windows,"microsoft's long effort to deliver the next version of its windows operating system suffered another setback yesterday when the company said that the system would not be ready for consumer personal computers for the holiday sales season.     the microsoft announcement, made after the close of the stock market, came as a surprise. for more than a year, the company had said it would deliver the new operating system, windows vista, sometime in the second half of 2006.  ",Business Day,https://www.nytimes.com/2006/03/22/technology/microsoft-to-delay-next-version-of-windows.html
2006-03-22T05:00:00+0000,suspicious package investigated at white house gate,,World,https://www.nytimes.com/2006/03/22/world/americas/suspicious-package-investigated-at-white-house-gate.html
2006-03-22T05:00:00+0000,excerpts from the president's news conference on the iraq war and iran,"following are excerpts from president bush's news conference yesterday at the white house, as recorded by federal news service inc. a transcript is at nytimes.com/politics.    q. iraq's interim prime minister said sunday that ''violence is killing an average of 50 to 60 people a day, and that if this is not civil war, then god knows what civil war is.'' do you agree with mr. [ayad] allawi that iraq has fallen into civil war?    a. i do not. there are other voices coming out of iraq, by the way, other than mr. allawi, who i know, by the way; like. he's a good fellow.      president [jalal] talabani has spoken. gen. [george w.] casey the other day was quite eloquent on the subject. [ambassador] zal khalilzad, who i talk to quite frequently -- listen, we all recognize that there is a violence, that there's sectarian violence. but the way i look at the situation is that the iraqis took a look and decided not to go to civil war.  ",World,https://www.nytimes.com/2006/03/22/world/middleeast/excerpts-from-the-presidents-news-conference-on-the-iraq.html
2006-03-22T05:00:00+0000,china to raise taxes on gas guzzlers and chopsticks,the chinese government said it will increase existing taxes and impose new ones to improve the country's environmental record and narrow china's wide income gap.,Business Day,https://www.nytimes.com/2006/03/22/business/worldbusiness/china-to-raise-taxes-on-gas-guzzlers-and-chopsticks.html
2006-03-22T05:00:00+0000,bush concedes iraq war erodes political status,"president bush said tuesday that the war in iraq was eroding his political capital, his starkest admission yet about the costs of the conflict to his presidency, and suggested that american forces would remain in the country until at least 2009.     in a quick remark at a white house news conference about the reserves of political strength he earned in his 2004 re-election victory -- ''i'd say i'm spending that capital on the war'' -- mr. bush in effect acknowledged that until he could convince increasingly skeptical americans that the united states was winning the war, iraq would overshadow everything he did. [excerpts, page a10.]  ",World,https://www.nytimes.com/2006/03/22/politics/bush-concedes-iraq-war-erodes-political-status.html
2006-03-22T05:00:00+0000,lawyers for jailed aide for the times press china for his release,"lawyers for a jailed chinese researcher for the new york times asked prosecutors this week to release him immediately in order to comply with a surprise court decision that withdrew the case against him.     mo shaoping, the lead lawyer, visited the researcher, zhao yan, on tuesday at the beijing detention center where he has been jailed for 18 months on charges of fraud and disclosing state secrets to the times. mr. zhao, 44, has denied the charges.  ",World,https://www.nytimes.com/2006/03/22/world/asia/lawyers-for-jailed-aide-for-the-times-press-china-for-his.html
2006-03-22T05:00:00+0000,a 3rd rise in core wholesale prices spurs concern over inflation,"labor department reports producer price index dropped 1.4 percent in february, biggest monthly decline in three years, after increases of 0.3 percent in january and 0.6 percent in december; core index was up 0.3 percent; energy prices fell 4.7 percent and food prices were down 2.7 percent; gasoline fell 11 percent and residential natural gas dropped 4.1 percent (m)",Business Day,https://www.nytimes.com/2006/03/22/business/a-3rd-rise-in-core-wholesale-prices-spurs-concern-over-inflation.html
2006-03-22T05:00:00+0000,briefing: n.y. times co. issues warning on profit,,Technology,https://www.nytimes.com/2006/03/22/technology/briefing-ny-times-co-issues-warning-on-profit.html
2006-03-22T05:00:00+0000,china aims taxes at cars and the rich,,Business Day,https://www.nytimes.com/2006/03/22/business/worldbusiness/china-aims-taxes-at-cars-and-the-rich.html
2006-03-22T05:00:00+0000,brussels skeptical of new microsoft offer to help rivals,,Technology,https://www.nytimes.com/2006/03/22/technology/brussels-skeptical-of-new-microsoft-offer-to-help-rivals.html
2006-03-22T11:45:27+0000,officials fear another dubai deal backlash,arab and american officials are growing nervous at the prospect of a second congressional uprising against the acquisition of american assets by a middle eastern-controlled company in the wake of the dubai ports world debacle.,Business Day,https://dealbook.nytimes.com/2006/03/22/officials-fear-another-dubai-deal-backlash/
2006-03-22T11:46:55+0000,at&t chief says merger will not create monopoly in internet access,"ed whitacre, the chief executive of at&t,rejected criticisms that its planned merger with bellsouth will form a near-monopoly for internet access and give it the clout to dictate terms to web sites if they want to remain reachable.",Business Day,https://dealbook.nytimes.com/2006/03/22/att-chief-says-merger-will-not-create-monopoly-in-internet-access/
2006-03-22T11:57:51+0000,keeping up with google,"new methods of structuring internet search results are being exploited by start-ups hoping to compete with google, which uses a significantly different technique of organizing its web searches.",Business Day,https://dealbook.nytimes.com/2006/03/22/keeping-up-with-google/
2006-03-22T12:10:49+0000,british credit rating firm is said to have rebuffed buyout suitors,"gus, owner of argos and homebase, is understood to have rebuffed a 7 billion bid approach for its credit rating division experian from a consortium of united states-based private equity firms, including thomas h. lee partners  and bain capital.",Business Day,https://dealbook.nytimes.com/2006/03/22/british-credit-rating-firm-is-said-to-have-rebuffed-buyout-suitors/
2006-03-22T12:20:00+0000,royal dutch shell snaps up canadian oil sands,"royal dutch shell said on tuesday its shell ep americas unit paid $400 million to buy 10 properties in northern alberta, the highest price paid for canadian oil sand leases last month.",Business Day,https://dealbook.nytimes.com/2006/03/22/royal-dutch-shell-snaps-up-canadian-oil-sands/
2006-03-22T12:22:07+0000,commerzbank to list real estate unit in paris,commerzbank‘s real estate unit commerz grundbesitz said it is planning an initial public offering on the euronext paris bourse for its paris-based unit cegereal.,Business Day,https://dealbook.nytimes.com/2006/03/22/commerzbank-to-list-real-estate-unit-in-paris/
2006-03-23T05:00:00+0000,china tries to charm couple of senate skeptics,"global times, a tabloid newspaper in china's capital, usually offers its readers a rich diet of nationalist propaganda on subjects like japanese war crimes and american hegemony.      so it is telling that it devoted its front page on tuesday to respectful, even admiring, coverage of the china visit of two united states senators, charles e. schumer of new york and lindsey graham of south carolina, who have attacked beijing for ''illegal currency manipulation,'' ''mercantilism'' and ''failure to play by the rules.''  ",Business Day,https://www.nytimes.com/2006/03/23/business/worldbusiness/china-tries-to-charm-couple-of-senate-skeptics.html
2006-03-23T05:00:00+0000,u.s. presses china about researcher,,World,https://www.nytimes.com/2006/03/23/world/asia/us-presses-china-about-researcher.html
2006-03-23T05:00:00+0000,iraq war veteran wins congressional primary,"l tammy duckworth, retired army major who lost her legs in iraq, wins close democratic primary in suburban chicago district for congressional seat of henry hyde, who is retiring; problems with cook county's new voting system delay results; photo; forrest claypool concedes to incumbent cook county board president john h stroger jr; state treasurer judy baar topinka narrowly wins democratic contest to challenge gov rod blagojevich; duckwork has 44 percent of vote, christine cegelis 40 percent; will face state sen peter j roskam, who, like her, has strong national party support (m)",U.S.,https://www.nytimes.com/2006/03/23/us/iraq-war-veteran-wins-congressional-primary.html
2006-03-23T05:00:00+0000,china raises taxes to curb use of energy and timber,"chinese government, in effort to rein in rising use of energy and timber and widen gap between rich and poor, announces plans to imcrease existing taxes and impose new ones on april 1; new or higher taxes will be imposed on vehicles with engines larger than two liters, disposable wooden chopsticks, planks for wood floors and other items, including certain oil products; taxes are likely to affect foreign automakers more than chinese companies, which tend to make models with smaller engines; photo (m)",Business Day,https://www.nytimes.com/2006/03/23/business/worldbusiness/china-raises-taxes-to-curb-use-of-energy-and-timber.html
2006-03-23T05:00:00+0000,microsoft offers to assist rivals,"microsoft offers unlimited technical support to rival software companies to help them develop programs that work smoothly with windows operating system; move is microsoft's latest effort to comply with european commission order and avoid daily fines of up to 2 million euros ($2.4 million); commission spokesman jonathan todd says that while move is 'positive,' rivals should not have to rely on help from microsoft and that technical documents should be clear enough not to require technical support (m)",Business Day,https://www.nytimes.com/2006/03/23/technology/microsoft-offers-to-assist-rivals.html
2006-03-23T05:00:00+0000,uncertainty deepens on fate of times researcher,"the u.s. pressed china about the status of zhao yan, but china appeared to cast doubt on whether he would soon be released.",World,https://www.nytimes.com/2006/03/23/international/asia/uncertainty-deepens-on-fate-of-times-researcher.html
